page,action,key,value,timestamp
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753808972893
radio update,radio update asked,,,1753808972893
radio prompt,radio update prompt 4,,,1753808972893
emergency,trying to change destination to19,,,1753808974201
map,changing helipad,,,1753808978768
map,changing helipad,,,1753808978769
emergency,trying to change destination to19,,,1753808979181
emergency,trying to change destination to19,,,1753808984192
map,hide map,,,1753808984390
,,,,
,,,,
map,selected helipad,,,1753808988384
,,,,
map,selected helipad,,,1753808989860
emergency,trying to change destination to100,,,1753808993912
Jarvis speaking,Message: Opening map Stress level: normal,,,1753808994393
map,selected helipad,,,1753808994869
map,selected helipad,,,1753808995366
emergency,trying to change destination to19,,,1753808998896
emergency,trying to change destination to19,,,1753809003891
speak text,Receieved text and level:Prepare to landnormal,,,1753809007635
Jarvis speaking,Message: Prepare to land Stress level: normal,,,1753809007636
emergency,trying to change destination to19,,,1753809008911
emergency,trying to change destination to19,,,1753809013895
emergency,trying to change destination to19,,,1753809018902
emergency,trying to change destination to19,,,1753809023913
emergency,trying to change destination to19,,,1753809028923
inflight,displaying vitals prompt,,,1753809029026
vitals prompt,log vitals prompted,,,1753809029027
,user acknowledged vitals prompt,,,1753809032969
emergency,trying to change destination to19,,,1753809033901
Heart Rate,opened sensor tab,,,1753809034761
Heart Rate,capture,,,1753809035849
Heart Rate,capture,,,1753809035849
Heart Rate,capture,,,1753809036861
Heart Rate,keypad open,,,1753809036861
Heart Rate,keypad press,5,5,1753809037969
Heart Rate,keypad press,5,55,1753809038128
Heart Rate,show action buttons,,,1753809038929
Heart Rate,keypad press,10,55,1753809038929
emergency,trying to change destination to19,,,1753809038909
Heart Rate,log,,,1753809039897
Heart Rate,log,,,1753809039897
Heart Rate,log,,,1753809040916
Heart Rate,save,,,1753809041306
Heart Rate,save,,,1753809042322
O₂ Saturation,opened sensor tab,,,1753809042673
O₂ Saturation,capture,,,1753809043922
O₂ Saturation,capture,,,1753809043922
emergency,trying to change destination to19,,,1753809043917
vitals prompt,auto off vitals prompt,,,1753809044031
O₂ Saturation,capture,,,1753809044938
O₂ Saturation,keypad open,,,1753809044939
O₂ Saturation,keypad press,1,1,1753809045826
O₂ Saturation,keypad press,11,10,1753809046698
O₂ Saturation,keypad press,11,100,1753809046841
O₂ Saturation,keypad press,10,100,1753809047449
O₂ Saturation,log,,,1753809048258
O₂ Saturation,log,,,1753809048258
emergency,trying to change destination to19,,,1753809048901
checklist,opened page,,,1753809048971
O₂ Saturation,log,,,1753809049277
O₂ Saturation,save,,,1753809049553
O₂ Saturation,save,,,1753809049553
map,selected helipad,,,1753809049962
O₂ Saturation,save,,,1753809050564
Blood Pressure,opened sensor tab,,,1753809050994
Blood Pressure,capture,,,1753809052393
Blood Pressure,capture,,,1753809052394
Blood Pressure,capture,,,1753809053407
Blood Pressure,keypad open,,,1753809053410
Blood Pressure,keypad press,1,1,1753809054226
Blood Pressure,keypad press,2,12,1753809054946
Blood Pressure,keypad press,11,120,1753809055818
Blood Pressure,keypad press,8,1208,1753809056305
Blood Pressure,keypad press,11,12080,1753809056682
Blood Pressure,show action buttons,,,1753809057401
Blood Pressure,keypad press,10,12080,1753809057402
Blood Pressure,log,,,1753809058195
Blood Pressure,log,,,1753809058196
Blood Pressure,log,,,1753809059218
Blood Pressure,save,,,1753809059579
Blood Pressure,save,,,1753809060598
submit,submit,,,1753809060995
submit,submit,,,1753809060995
checklist,toggled checkbox,,,1753809069566
checklist,toggled checkbox,,,1753809071243
checklist,toggled checkbox,,,1753809072979
checklist,showing confirm button,,,1753809072980
,Controller Executing: click on confirm-button with value: undefined,,,1753809075095
checklist,confirm button clicked,,,1753809075095
landing-confirmation,opened page,,,1753809075175
landing-confirmation,showing helipad confirm,,,1753809075175
map,selected helipad,,,1753809076155
radio prompt,radio update prompt 5,,,1753809089931
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1753809089929
landing-confirmation,checkbox toggle,,,1753809091834
landing-confirmation,checkbox toggle,,,1753809101901
landing-confirmation,confirmed safe to land,,,1753809104616
landing-confirmation,showing helipad ready,,,1753809104616
landing-confirmation,gave landing confirmation,,,1753809106168
landing-countdown,opened page,,,1753809106232
map,selected helipad,,,1753809107220
landing-countdown,countdown changed,,,1753809107237
landing-countdown,countdown changed,,,1753809108237
speak text,"Receieved text and level:Acknowledge, begining Descentnormal",,,1753809109043
landing-countdown,countdown changed,,,1753809109239
landing-countdown,countdown changed,,,1753809110237
landing-countdown,countdown changed,,,1753809111238
landing-countdown,countdown changed,,,1753809112237
landing-countdown,countdown complete,,,1753809113233
landed,opened page,,,1753809113290
map,selected helipad,,,1753809114273
