page,action,key,value,timestamp
Inflight, Altitude alert activated,,,1752770903853
Inflight,showing emergency: low Sensor Miscalibrated <div> Report the reading from the secondary altitude gauge</div>,,,1752770903854
Jarvis speaking,"Message: Primary Altitude sensor miscalibrated. Request reading from secondary altitude gauge, left panel, second dial. Stress level: normal",,,1752770903854
emergency,trying to change destination to19,,,1752770908858
emergency,trying to change destination to19,,,1752770913840
speak text,Receieved text and level:Whats is the current altitude in feets ?normal,,,1752770915438
Jarvis speaking,Message: Whats is the current altitude in feets ? Stress level: normal,,,1752770915439
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752770916550
radio update,radio update asked,,,1752770916550
radio prompt,radio update prompt 2,,,1752770916550
emergency,trying to change destination to19,,,1752770918849
emergency,trying to change destination to19,,,1752770923858
,Controller Executing: set-value on valueInput with value: 4000,,,1752770923908
speak text,Receieved text and level:settingaltitudeinputto4000normal,,,1752770923909
Jarvis speaking,Message: settingaltitudeinputto4000 Stress level: normal,,,1752770923910
,Controller Executing: click on submit-button with value: undefined,,,1752770926843
Jarvis speaking,Message: Copy. Sensor miscalibration likely. WARNING CLEARED. System status: Normal. Continuing course. Stress level: normal,,,1752770926844
Inflight,user entered correct value: 12000,,,1752770926845
emergency,trying to change destination to19,,,1752770928834
,Controller Executing: click on submit-button with value: undefined,,,1752770928921
emergency,trying to change destination to19,,,1752770933845
emergency,trying to change destination to19,,,1752770938855
emergency,trying to change destination to19,,,1752770943836
emergency,trying to change destination to19,,,1752770948853
speak text,Receieved text and level:Opening mapnormal,,,1752770953110
Jarvis speaking,Message: Opening map Stress level: normal,,,1752770953110
map,selected helipad,,,1752770953808
emergency,trying to change destination to19,,,1752770953864
map,show map,,,1752770954311
emergency,trying to change destination to19,,,1752770958829
map,selected helipad,,,1752770961108
emergency,trying to change destination to19,,,1752770963845
emergency,trying to change destination to19,,,1752770968854
emergency,trying to change destination to19,,,1752770973829
inflight,displaying vitals prompt,,,1752770978018
vitals prompt,log vitals prompted,,,1752770978018
vitals prompt,vitals_prompt 3,,,1752770978018
emergency,trying to change destination to19,,,1752770978834
,user acknowledged vitals prompt,,,1752770981968
emergency,trying to change destination to19,,,1752770983857
Heart Rate,opened sensor tab,,,1752770983962
Heart Rate,capture,,,1752770986233
Heart Rate,capture,,,1752770987244
Heart Rate,keypad open,,,1752770987244
emergency,trying to change destination to19,,,1752770988829
Heart Rate,keypad press,4,4,1752770989232
Heart Rate,keypad press,5,45,1752770989832
Heart Rate,show action buttons,,,1752770990785
Heart Rate,keypad press,10,45,1752770990785
vitals prompt,auto off vitals prompt,,,1752770993019
emergency,trying to change destination to19,,,1752770993845
emergency,trying to change destination to19,,,1752770998856
emergency,trying to change destination to19,,,1752771003828
Heart Rate,log,,,1752771004399
Heart Rate,log,,,1752771004400
Heart Rate,log,,,1752771005417
Heart Rate,save,,,1752771006136
Heart Rate,save,,,1752771006136
Heart Rate,save,,,1752771007147
O₂ Saturation,opened sensor tab,,,1752771007919
emergency,trying to change destination to19,,,1752771008845
O₂ Saturation,capture,,,1752771009623
O₂ Saturation,capture,,,1752771010635
O₂ Saturation,keypad open,,,1752771010635
O₂ Saturation,keypad press,1,1,1752771012294
O₂ Saturation,keypad press,11,10,1752771013190
O₂ Saturation,keypad press,11,100,1752771013437
emergency,trying to change destination to19,,,1752771013855
O₂ Saturation,show action buttons,,,1752771014270
O₂ Saturation,keypad press,10,100,1752771014270
O₂ Saturation,log,,,1752771015413
O₂ Saturation,log,,,1752771015414
O₂ Saturation,log,,,1752771016430
O₂ Saturation,save,,,1752771016854
O₂ Saturation,save,,,1752771016860
O₂ Saturation,save,,,1752771017879
emergency,trying to change destination to19,,,1752771018827
Blood Pressure,opened sensor tab,,,1752771020255
Blood Pressure,capture,,,1752771021797
Blood Pressure,capture,,,1752771021797
Blood Pressure,keypad open,,,1752771022816
Blood Pressure,keypad press,1,1,1752771023813
emergency,trying to change destination to19,,,1752771023854
map,hide map,,,1752771023855
Inflight,showing emergency: high Weather Emergency <strong>Severe turbulence detected.</strong><br>Prepare for emergency descent.,,,1752771023855
Inflight,Weather emergency- emergnecy propmt displayed,,,1752771023855
Jarvis speaking,Message: Emergency detected: Immediate landing is required. Attention Emergency detected Stress level: high,,,1752771023855
Blood Pressure,keypad press,2,12,1752771024604
Blood Pressure,keypad press,11,120,1752771025299
Blood Pressure,keypad press,8,1208,1752771025877
Blood Pressure,keypad press,11,12080,1752771026348
Blood Pressure,keypad press,10,12080,1752771026948
Blood Pressure,log,,,1752771028324
Blood Pressure,log,,,1752771028324
emergency,trying to change destination to19,,,1752771028857
Blood Pressure,log,,,1752771029343
speak text,Receieved text and level:Opening mapnormal,,,1752771033480
Jarvis speaking,Message: Opening map Stress level: normal,,,1752771033481
emergency, (High) Emergency acknowledged,,,1752771033834
Jarvis speaking,Message:  I recommend landing at the Nearest helipad which is a commercial Helipad Hilton. Please confirm Helipa or select an alternative emergency landing site now. Stress level: high,,,1752771033835
emergency,trying to change destination to19,,,1752771033872
,,,,
map,set destination,,,1752771034932
Blood Pressure,save,,,1752771035322
Blood Pressure,save,,,1752771035323
map,selected helipad,,,1752771035445
Blood Pressure,save,,,1752771036343
submit,submit,,,1752771036850
submit,submit,,,1752771036850
emergency,trying to change destination to100,,,1752771038998
Ground speaking,"N A S X G S, this is Ground Control asking for update on flight status, patient status and estimated time to destination.",,,1752771039992
radio update,radio update asked,,,1752771039992
radio prompt,radio update prompt 3,,,1752771039992
map,set destination,,,1752771043533
emergency,trying to change destination to19,,,1752771044014
emergency,trying to change destination to19,,,1752771048986
map,changing helipad,,,1752771049625
map,hide map,,,1752771052289
emergency,trying to change destination to19,,,1752771053998
,,,,
,,,,
map,selected helipad,,,1752771055264
,,,,
map,selected helipad,,,1752771057386
emergency,trying to change destination to100,,,1752771061441
emergency,trying to change destination to19,,,1752771066445
speak text,Receieved text and level:Opening mapnormal,,,1752771067171
Jarvis speaking,Message: Opening map Stress level: normal,,,1752771067172
map,selected helipad,,,1752771067903
map,selected helipad,,,1752771068395
emergency,trying to change destination to19,,,1752771071428
emergency,trying to change destination to19,,,1752771076438
emergency,trying to change destination to19,,,1752771081459
emergency,trying to change destination to19,,,1752771086425
checklist,opened page,,,1752771086496
map,selected helipad,,,1752771087477
checklist,toggled checkbox,,,1752771094219
checklist,toggled checkbox,,,1752771095567
checklist,toggled checkbox,,,1752771097268
checklist,showing confirm button,,,1752771097269
,Controller Executing: click on confirm-button with value: undefined,,,1752771098899
checklist,confirm button clicked,,,1752771098899
landing-confirmation,opened page,,,1752771099004
landing-confirmation,showing helipad confirm,,,1752771099004
map,selected helipad,,,1752771099983
landing-confirmation,checkbox toggle,,,1752771104113
landing-confirmation,checkbox toggle,,,1752771104826
landing-confirmation,showing helipad ready,,,1752771105732
landing-confirmation,gave landing confirmation,,,1752771106990
landing-countdown,opened page,,,1752771107065
map,selected helipad,,,1752771108039
landing-countdown,countdown changed,,,1752771108075
landing-countdown,countdown changed,,,1752771109076
landing-countdown,countdown changed,,,1752771110067
landing-countdown,countdown changed,,,1752771111067
landing-countdown,countdown changed,,,1752771112072
landing-countdown,countdown changed,,,1752771113074
landing-countdown,countdown complete,,,1752771114066
landed,opened page,,,1752771114140
map,selected helipad,,,1752771115115
