ID,Scenario,VitalPrompt,PromptTimestamp,Sensor,Action,Value,SensorTimestamp,Submitted
2105,4,log vitals prompted,1752590700833,Blood Pressure,keypad press,12080,1752590737775,1752590743064
2105,4,log vitals prompted,1752590700833,Blood Pressure,show action buttons,,1752590738280,1752590743064
2105,4,log vitals prompted,1752590700833,Blood Pressure,keypad press,12080,1752590738281,1752590743064
2105,4,log vitals prompted,1752590700833,Blood Pressure,log,,1752590739246,1752590743064
2105,4,log vitals prompted,1752590700833,Blood Pressure,log,,1752590739247,1752590743064
2105,4,log vitals prompted,1752590700833,Blood Pressure,log,,1752590740265,1752590743064
2105,4,log vitals prompted,1752590700833,Blood Pressure,save,,1752590740663,1752590743064
2105,4,log vitals prompted,1752590700833,Blood Pressure,save,,1752590741677,1752590743064
2105,4,log vitals prompted,1752590700833,submit,submit,,1752590743064,1752590743064
2105,4,log vitals prompted,1752590853337,Heart Rate,opened sensor tab,,1752590868253,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,capture,,1752590869904,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,capture,,1752590869904,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,capture,,1752590870923,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,keypad open,,1752590870923,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,keypad press,2,1752590871840,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,keypad press,23,1752590872352,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,keypad press,232,1752590872928,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,show action buttons,,1752590873746,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,keypad press,232,1752590873746,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,log,,1752590874961,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,save,,1752590875929,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,save,,1752590875931,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,log,,1752590875973,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,save,,1752590881976,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,save,,1752590881977,1752590933401
2105,4,log vitals prompted,1752590853337,Heart Rate,save,,1752590882990,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,opened sensor tab,,1752590896120,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,capture,,1752590898161,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,capture,,1752590898162,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,keypad open,,1752590899175,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,keypad press,1,1752590899864,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,keypad press,10,1752590900768,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,keypad press,100,1752590900944,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,show action buttons,,1752590901817,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,keypad press,100,1752590901817,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,log,,1752590903384,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,log,,1752590903384,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,log,,1752590904406,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,save,,1752590904984,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,save,,1752590904984,1752590933401
2105,4,log vitals prompted,1752590853337,O₂ Saturation,save,,1752590906002,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,opened sensor tab,,1752590912984,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,capture,,1752590915184,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,capture,,1752590915184,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,capture,,1752590916196,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,keypad open,,1752590916196,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,keypad press,2,1752590916922,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,keypad press,23,1752590917457,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,keypad press,236,1752590918001,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,keypad press,2361,1752590919873,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,keypad press,23619,1752590921761,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,keypad press,236196,1752590922441,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,keypad press,236196,1752590923009,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,log,,1752590923864,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,log,,1752590923865,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,log,,1752590924877,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,save,,1752590928329,1752590933401
2105,4,log vitals prompted,1752590853337,Blood Pressure,save,,1752590929349,1752590933401
2105,4,log vitals prompted,1752590853337,submit,submit,,1752590933401,1752590933401
2105,2,log vitals prompted,1752588630208,Heart Rate,opened sensor tab,,1752588638727,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,capture,,1752588641040,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,capture,,1752588641040,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,capture,,1752588642054,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,keypad open,,1752588642054,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,keypad press,5,1752588643504,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,keypad press,55,1752588643656,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,show action buttons,,1752588644280,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,log,,1752588650271,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,log,,1752588650272,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,log,,1752588651285,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,save,,1752588651832,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,save,,1752588651832,1752588682087
2105,2,log vitals prompted,1752588630208,Heart Rate,save,,1752588652845,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,opened sensor tab,,1752588654183,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,capture,,1752588656960,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,capture,,1752588657974,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,keypad open,,1752588657974,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,keypad press,1,1752588659064,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,keypad press,10,1752588659799,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,keypad press,100,1752588659983,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,keypad press,100,1752588660623,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,log,,1752588661504,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,log,,1752588661504,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,log,,1752588662525,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,save,,1752588664288,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,save,,1752588664288,1752588682087
2105,2,log vitals prompted,1752588630208,O₂ Saturation,save,,1752588665303,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,opened sensor tab,,1752588666007,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,capture,,1752588669288,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,capture,,1752588670307,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,keypad open,,1752588670307,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,keypad press,1,1752588671287,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,keypad press,12,1752588671871,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,keypad press,120,1752588673224,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,keypad press,1208,1752588674335,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,keypad press,12080,1752588674975,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,show action buttons,,1752588677407,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,keypad press,12080,1752588677408,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,log,,1752588678374,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,log,,1752588678375,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,log,,1752588679393,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,save,,1752588679911,1752588682087
2105,2,log vitals prompted,1752588630208,Blood Pressure,save,,1752588680923,1752588682087
2105,2,log vitals prompted,1752588630208,submit,submit,,1752588682087,1752588682087
2105,2,log vitals prompted,1752588731928,Blood Pressure,capture,,1752588740705,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,capture,,1752588740705,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,capture,,1752588741719,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,keypad open,,1752588741720,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,keypad press,1,1752588743143,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,keypad press,12,1752588743614,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,keypad press,120,1752588744455,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,keypad press,1208,1752588745159,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,keypad press,12080,1752588746399,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,show action buttons,,1752588747391,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,keypad press,12080,1752588747392,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,log,,1752588748926,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,log,,1752588749936,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,save,,1752588750487,1752588772902
2105,2,log vitals prompted,1752588731928,Blood Pressure,save,,1752588751503,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,opened sensor tab,,1752588753462,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,capture,,1752588754990,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,capture,,1752588754991,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,capture,,1752588756005,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,keypad open,,1752588756006,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,keypad press,5,1752588757374,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,keypad press,55,1752588757558,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,show action buttons,,1752588758238,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,keypad press,55,1752588758239,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,log,,1752588759005,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,log,,1752588759006,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,log,,1752588760023,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,save,,1752588760702,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,save,,1752588760702,1752588772902
2105,2,log vitals prompted,1752588731928,Heart Rate,save,,1752588761718,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,opened sensor tab,,1752588763422,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,capture,,1752588764550,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,capture,,1752588765563,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,keypad open,,1752588765563,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,keypad press,1,1752588766598,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,keypad press,10,1752588767174,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,keypad press,100,1752588767366,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,show action buttons,,1752588768077,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,keypad press,100,1752588768078,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,log,,1752588769218,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,log,,1752588769218,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,log,,1752588770240,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,save,,1752588770623,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,save,,1752588770624,1752588772902
2105,2,log vitals prompted,1752588731928,O₂ Saturation,save,,1752588771640,1752588772902
2105,2,log vitals prompted,1752588731928,submit,submit,,1752588772902,1752588772902
2105,2,log vitals prompted,1752588822856,Heart Rate,opened sensor tab,,1752588830332,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,capture,,1752588832662,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,capture,,1752588833673,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,keypad open,,1752588833673,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,keypad press,5,1752588834628,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,keypad press,55,1752588834797,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,show action buttons,,1752588835533,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,keypad press,55,1752588835533,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,log,,1752588836597,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,log,,1752588836597,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,log,,1752588837611,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,save,,1752588838236,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,save,,1752588838236,1752588861658
2105,2,log vitals prompted,1752588822856,Heart Rate,save,,1752588839252,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,opened sensor tab,,1752588840276,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,capture,,1752588841309,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,capture,,1752588841309,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,capture,,1752588842327,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,keypad open,,1752588842328,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,keypad press,1,1752588842940,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,keypad press,10,1752588843893,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,keypad press,100,1752588844061,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,show action buttons,,1752588844733,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,keypad press,100,1752588844733,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,log,,1752588845636,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,log,,1752588845637,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,log,,1752588846647,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,save,,1752588847733,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,save,,1752588847733,1752588861658
2105,2,log vitals prompted,1752588822856,O₂ Saturation,save,,1752588848747,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,opened sensor tab,,1752588850125,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,capture,,1752588851101,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,capture,,1752588851102,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,keypad open,,1752588852114,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,keypad press,1,1752588852805,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,keypad press,12,1752588853244,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,keypad press,120,1752588854052,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,keypad press,1208,1752588854676,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,keypad press,12080,1752588855284,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,show action buttons,,1752588856061,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,keypad press,12080,1752588856061,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,log,,1752588857716,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,log,,1752588857716,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,log,,1752588858727,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,save,,1752588859261,1752588861658
2105,2,log vitals prompted,1752588822856,Blood Pressure,save,,1752588860278,1752588861658
2105,2,log vitals prompted,1752588822856,submit,submit,,1752588861658,1752588861658
2105,2,log vitals prompted,1752588899088,Heart Rate,opened sensor tab,,1752588905451,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,capture,,1752588906267,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,capture,,1752588907283,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,keypad open,,1752588907283,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,keypad press,5,1752588908596,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,keypad press,55,1752588908779,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,show action buttons,,1752588909539,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,keypad press,55,1752588909539,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,log,,1752588910572,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,log,,1752588910572,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,log,,1752588911584,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,save,,1752588912020,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,save,,1752588912020,1752588948131
2105,2,log vitals prompted,1752588899088,Heart Rate,save,,1752588913038,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,opened sensor tab,,1752588914596,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,capture,,1752588915674,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,capture,,1752588915675,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,capture,,1752588916691,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,keypad open,,1752588916692,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,keypad press,1,1752588917267,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,keypad press,10,1752588918308,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,keypad press,100,1752588918468,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,keypad press,100,1752588918996,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,log,,1752588919787,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,log,,1752588919788,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,log,,1752588920801,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,save,,1752588921788,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,save,,1752588921788,1752588948131
2105,2,log vitals prompted,1752588899088,O₂ Saturation,save,,1752588922808,1752588948131
2105,2,log vitals prompted,1752588899088,Blood Pressure,opened sensor tab,,1752588924803,1752588948131
2105,2,log vitals prompted,1752588899088,Blood Pressure,capture,,1752588925643,1752588948131
2105,2,log vitals prompted,1752588899088,Blood Pressure,capture,,1752588925643,1752588948131
2105,2,log vitals prompted,1752588899088,Blood Pressure,capture,,1752588926661,1752588948131
2105,2,log vitals prompted,1752588899088,Blood Pressure,keypad open,,1752588926663,1752588948131
